mnemonic,item_code,item_name,confidentiality,item_type,description
MRRR,S339,STANDARDIZED COMPREHENSIVE RISK MEASURE (GREATER OF ITEM 40 OR ITEM 41) - TO BE COMPLETED FOR REPORT DATES BEFORE AN INSTITUTION HAS RECEIVED SUPERVISORY APPROVAL OF ITS COMPREHENSIVE RISK MODEL EFFECTIVENESS,N,F,
MRRR,S340,FOR ADVANCED APPROACHES INSTITUTIONS; ADVANCED COMPREHENSIVE RISK MEASURE (GREATER OF ITEM 43 OR ITEM 44) - TO BE COMPLETED FOR REPORT DATES BEFORE AN INSTITUTION HAS RECEIVED SUPERVISORY APPROVAL OF ITS COMPREHENSIVE RISK MODEL EFFECTIVENESS,N,F,Items 42 and 43 are to be completed for report dates before an institution has received supervisory approval of its comprehensive risk model effectiveness
MRRR,S341,STANDARDIZED COMPREHENSIVE RISK MEASURE (GREATER OF ITEM 46 OR ITEM 47) - TO BE COMPLETED FOR REPORT DATES AFTER AN INSTITUTION HAS RECEIVED SUPERVISORY APPROVAL OF ITS COMPREHENSIVE RISK MODEL EFFECTIVENESS,N,F,Items 44 and 45 are to be completed for report dates after an institution has received supervisory approval of its comprehensive risk model effectiveness
MRRR,S342,FOR ADVANCED APPROACHES INSTITUTIONS; ADVANCED COMPREHENSIVE RISK MEASURE (GREATER OF ITEM 49 OR ITEM 50) - TO BE COMPLETED FOR REPORT DATES AFTER AN INSTITUTION HAS RECEIVED SUPERVISORY APPROVAL OF ITS COMPREHENSIVE RISK MODEL EFFECTIVENESS,N,F,Items 44 and 45 are to be completed for report dates after an institution has received supervisory approval of its comprehensive risk model effectiveness
MRRR,S343,DE MINIMIS POSITIONS AND OTHER ADJUSTMENTS: CAPITAL REQUIREMENT FOR ALL DE MINIMIS EXPOSURES,N,F,
MRRR,S344,DE MINIMIS POSITIONS AND OTHER ADJUSTMENTS: ADDITIONAL CAPITAL REQUIREMENT,N,F,
MRRR,S345,DE MINIMIS POSITIONS AND OTHER ADJUSTMENTS: SUM OF ITEMS 52; CAPITAL REQUIREMENT FOR ALL DE MINIMIS EXPOSURES; AND 53; ADDITIONAL CAPITAL REQUIREMENT,N,F,
MRRR,S347,MARKET RISK-WEIGHTED ASSETS: FOR ADVANCED APPROACHES INSTITUTIONS; ADVANCED MARKET RISK-WEIGHTED ASSETS: SUM OF ITEMS 4; 7; 15; 18 (IF APPLICABLE); 45 OR 51 (AS APPROPRIATE); AND 54; ALL MULTIPLIED BY 12.5,N,F,
MRRR,S348,ITEMS RELATED TO THE PREVIOUS DAYS VALUE-AT-RISK (VAR)-BASED MEASURE: VAR-BASED MEASURE FOR INTEREST RATE POSITIONS,N,F,
MRRR,S349,ITEMS RELATED TO THE PREVIOUS DAYS VALUE-AT-RISK (VAR)-BASED MEASURE: VAR-BASED MEASURE FOR DEBT POSITIONS,N,F,
