mnemonic,item_code,item_name,confidentiality,item_type,description
RI10,6980,BANK MANAGEMENT STATEMENT,N,F,Includes a brief narrative statement on the amounts reported in the Reports of Condition and Income by the management of the reporting bank. The text is limited to 750 characters; including punctuation and spaces. Banks choosing to submit the narrative statement should ensure that the statement does not contain the names or other identifications of individual bank customers; references to the amounts reported in the confidential items in Schedule RC-N; or any other information that they are not 
RI11,4769,OTHER EXPLANATIONS,Y,F,A one-digit code indicating whether there are any text information on the file. 0 = No text has been submitted by the commercial bank. 1 = Text is on the file. In the space provided on the report form; the bank may; at its option; list and briefly describe any other significant items relating to the report of income. The bank's other explanations must not exceed 750 characters; including punctuation and standard spacing between words and sentences. COMPARABILITY: Prior to 9/30/91; 2 = text submi
RI11,6980,BANK MANAGEMENT STATEMENT,N,F,Includes a brief narrative statement on the amounts reported in the Reports of Condition and Income by the management of the reporting bank. The text is limited to 750 characters; including punctuation and spaces. Banks choosing to submit the narrative statement should ensure that the statement does not contain the names or other identifications of individual bank customers; references to the amounts reported in the confidential items in Schedule RC-N; or any other information that they are not 
RI12,4769,OTHER EXPLANATIONS,Y,F,A one-digit code indicating whether there are any text information on the file. 0 = No text has been submitted by the commercial bank. 1 = Text is on the file. In the space provided on the report form; the bank may; at its option; list and briefly describe any other significant items relating to the report of income. The bank's other explanations must not exceed 750 characters; including punctuation and standard spacing between words and sentences. COMPARABILITY: Prior to 9/30/91; 2 = text submi
RI12,6980,BANK MANAGEMENT STATEMENT,N,F,Includes a brief narrative statement on the amounts reported in the Reports of Condition and Income by the management of the reporting bank. The text is limited to 750 characters; including punctuation and spaces. Banks choosing to submit the narrative statement should ensure that the statement does not contain the names or other identifications of individual bank customers; references to the amounts reported in the confidential items in Schedule RC-N; or any other information that they are not 
RISI,1754,HELD-TO-MATURITY SECURITIES; TOTAL,N,F,Includes the total amortized cost of held-to-maturity securities. (This amount includes the sum of items 0211; items 8492(D); 8496(D); 8500(D) and 8504(D) which is reported from Schedule RC-B; column A on the FFIEC 031-034 reports. Also includes the sum of items 0211; 8492; 8531; 8535; 8539 and 8545 which is reported from Schedule HC-A; column A (BHCT) on the FR Y-9C report.) For the FR Y-9C (BHCK); beginning 3/31/01; report in column A the amortized cost to-maturity (HTM) securities reported in
RISI,1773,Available-for-sale debt securities (from Schedule RC-B; column D),N,F,Includes the total fair value of available-for-sale securities. (This amount includes the sum of items 1287; items 8495(D); 8499(D); 8503(D) and 8507(D) which is reported from Schedule RC-B; column D on the FFIEC 031-034 reports. Also includes the sum of items 1287; 8495; 8534; 8538; 8542; 8544; 8548 and 8550 which is reported from Schedule HC-A; column D (BHCT) on the FR Y-9C report.) For series BHCK; beginning 3/31/01; report in column A the fair value of available-for-sale (AFS) securities re
RISI,2170,TOTAL ASSETS,N,F,The sum of all asset items. This item must equal 'Total Liabilities; Limited-Life Preferred Stock and Equity Capital (3300)'. FRBS - FASSETS COMPARABILITY: Beginning 12/31/04; reported on (SUIT) Surveillance Intercompany Transactions. Beginning 3/31/04; reported on Schedule HC for the SVGL report. Report total assets. Beginning 12/31/02; reported on the FR Y-9ES (ESOP) report. Report the sum of items C322; C331; C332; C333; C334; C335; C336; C337; C363; C009; and C338. Beginning 12/31/02; report
RISI,2309,COMMERCIAL PAPER,N,F,The total amount outstanding of commercial paper issued by the reporting bank holding company to unrelated parties. (For the BHCQ and BHAS series; by the parent company to unrelated parties.) Commercial paper consists of short-term negotiable promissory notes issued in the United States by commercial businesses; including finance companies and banks. Also commercial paper matures in 270 days or less and is not collateralized. Excludes commercial paper held by related institutions (for the BHCS s
RISI,2948,TOTAL LIABILITIES AND MINORITY INTEREST,N,F,The sum of all liability items including subordinated notes and debentures. For FNBK; includes the sum of items A012 and C380. NOTE: SUAB series is reported on the DB2 SURH01 table. For the FR Y-9C (BHCK) report; the MDRM reflects data starting for the period of June 30; 1981 thru current archival file. Reported in Schedule HC. Reported on the Balance Sheet for the FR Y-11Q (BHCS) report. COMPARABILITY: Beginning 12/31/02; reported on Schedule SB for the FR Y-9ES (ESOP) report. Report the sum of
RISI,FC52,DOES ITEM 5 (TOTAL EXPOSURES) REPRESENT AN AVERAGE VALUE OVER THE REPORTING PERIOD?,N,F,0=No; 1=Yes
RISI,G506,TOTAL ASSETS MEASURED AT FAIR VALUE ON A RECURRING BASIS - LEVEL 3 FAIR VALUE MEASUREMENTS,N,F,Report the sum of items G477; G482; G487; G492; G496; G501; F242; and G804. FFIEC 031 Schedule RC-Q Line Item 7. col. E. FFIEC 041 Schedule RC-Q Line Item 7. col. E. SVGL - For each Level (1; 2; or 3) and for the total before netting; the EFS software will compute this line as the sum of the corresponding amounts reported or computed for each asset category; as follows: FV43 = FV113 + FV133 + FV153 + FV213 + FV243 + FV263 + FV313 Beginning 20110331 Reported on Schedule Q for the FFIEC 002 report
RISI,J458,OTHER UNUSED COMMITMENTS: LOANS TO FINANCIAL INSTITUTIONS,N,F,Report the unused portions of commitments to extend credit to financial institutions; i.e.; commitments that; when funded; would be reportable either as loans to depository institutions in Schedule RC-C; part I; item 2; 'Loans to depository institutions and acceptances of other banks;' or as loans to nondepository financial institutions in Schedule RC-C; part I; item 9.a; 'Loans to nondepository financial institutions.' NOTES: Y-9C Schedule HC-L Item 1.e.(2) FR Y-15 - (2012-12-31) Item pulled fr
RISI,KW01,TOTAL OFF-BALANCE SHEET EXPOSURES,N,F,
RISI,KW46,Securities traded in the last four quarters: Securities issued by public sector entities,N,F,
RISI,KW48,Securities traded in the last four quarters: Other fixed income securities,N,F,
RISI,KW50,Securities traded in the last four quarters: Listed equities,N,F,
RISI,KW52,Securities traded in the last four quarters: Other securities,N,F,
RISI,KW54,Foreign derivative claims on an ultimate-risk basis,N,F,
RISI,KW55,Total cross-jurisdictional claims (sum of 1 and M1),N,F,
RISI,KW56,Foreign derivative liabilities on an immediate-counterparty basis,N,F,
RISI,KW57,Consolidated foreign liabilities on an immediate-counterparty basis excluding derivative liabilities,N,F,
RISI,KY47,TOTAL NONBANK ASSETS,N,F,
RISI,KY49,CROSS-JURISDICTIONAL ACTIVITY,N,F,
RISI,KY50,TOTAL CROSS-JURISDICTIONAL LIABILITIES (SUM OF M3 AND M4),N,F,
RISI,KY51,Trading volume,N,F,RISO: The sum of items M5(a) through M5(d). RISI: The sum of items M5(a) through M5(d). RISK: The sum of items M5(a) through M5(d).
RISI,LA95,Adjusted foreign claims on an ultimate-risk basis,N,F,
RISI,M334,ON-BALANCE SHEET ITEMS: SECURITIES FINANCING TRANSACTIONS: SECURITIES FINANCING TRANSACTIONS; GROSS,N,F,Report the value of all securities financing transactions included in item 1(a) without GAAP netting.
RISI,M335,ON-BALANCE SHEET ITEMS: SECURITIES FINANCING TRANSACTIONS: SECURITIES RECEIVED AS COLLATERAL IN SECURITIES LENDING,N,F,Report the amount of securities received as collateral in principal securities lending transactions.
RISI,M336,ON-BALANCE SHEET ITEMS: SECURITIES FINANCING TRANSACTIONS: CASH COLLATERAL RECEIVED IN CONDUIT SECURITIES LENDING TRANSACTIONS,N,F,Report the cash collateral received in conduit securities lending transactions.
RISI,M337,ON-BALANCE SHEET ITEMS: DERIVATIVES: DERIVATIVE EXPOSURES WITH A NET POSITIVE FAIR VALUE,N,F,Report the sum of net positive fair value derivative exposures netted in accordance with GAAP netting rules (i.e.; designated; legally enforceable; netting sets or groups). Include collateral held only if it is within the master netting agreement.
RISI,M339,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: POTENTIAL FUTURE EXPOSURE OF DERIVATIVE CONTRACTS,N,F,Report the potential future exposure amount for each derivative contract to which the banking organization is a counterparty (or each single-product netting set of such transactions). This would be calculated in accordance with section 32(c)(5)(ii) and (c)(6) as applicable.
RISI,M340,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: CREDIT DERIVATIVES: NOTIONAL AMOUNT OF CREDIT DERIVATIVES SOLD,N,F,Provide the total notional amount of credit derivatives sold.
RISI,M341,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: CREDIT DERIVATIVES: CREDIT DERIVATIVES SOLD NET OF RELATED CREDIT PROTECTION BOUGHT,N,F,Credit derivatives sold net of related credit protection bought. Only net out the protection bought if it is for the same reference entity. If the protection bought is larger than the amount sold; only deduct the amount sold.
RISI,M342,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: NOTIONAL AMOUNT OF OFF-BALANCE-SHEET ITEMS WITH A 0% CREDIT CONVERSION FACTOR (CCF),N,F,Report off-balance sheet items that would be assigned a 0% credit conversion factor as defined in the standardized approach to credit risk in the Basel II framework. That is; commitments that are unconditionally cancellable at any time by the bank without prior notice (UCC); or that effectively provide for automatic cancellation due to deterioration in a borrower's creditworthiness (see paragraph 83 and footnote 33 of the Basel II framework; www.bis.org/publ/bcbs128.pdf). Note that items 2(c)(1)
RISI,M345,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: COMMERCIAL PAPER,N,F,Report the total holdings of commercial paper of unaffiliated financial institutions.
RISI,M346,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: NOTIONAL AMOUNT OF OFF-BALANCE-SHEET ITEMS WITH A 50% CCF,N,F,Report off-balance sheet items that would be assigned a 50% credit conversion factor as defined in the standardized approach to credit risk (see paragraphs 83; 84(ii) and 84(iii) of the Basel II framework). This includes liquidity facilities and other commitments to securitizations incorporating the changes according to the Enhancements. That is; the CCF for all eligible liquidity facilities in the securitization framework is 50% regardless of the maturity. Off-balance sheet (OBS) exposures to o
RISI,M347,DERIVATIVES AND OFF-BALANCE SHEET ITEMS: NOTIONAL AMOUNT OF OFF-BALANCE-SHEET ITEMS WITH A 100% CCF,N,F,Report off-balance sheet items that would be assigned a 100% credit conversion factor as defined in the standardized approach to credit risk (see paragraphs 83(i); 83 (ii); 84 and 84(i) of the Basel II framework). This includes liquidity facilities and other commitments to securitizations incorporating the changes according to the Enhancements. OBS exposures to originated securitizations should be included only if the securitizations have met the accounting criteria for derecognition (to avoid d
RISI,M349,REGULATORY ADJUSTMENTS,N,F,Report the amount of regulatory adjustments from Tier 1 as reported in the Basel III NPR. These are the adjustments to Tier 1 capital (which include deductions made to common equity tier 1 capital) under the fully phased-in Basel III framework.
RISI,M351,FUNDS DEPOSITED WITH OR LENT TO UNAFFILIATED FINANCIAL INSTITUTIONS,N,F,Report all funds deposited with or lent to other financial institutions (i.e. financial institutions other than the reporting group). Lending should include all forms of term/revolving lending to financial institutions
RISI,M352,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: SECURED DEBT SECURITIES,N,F,Report the total holdings of secured debt securities (e.g. covered bonds).
RISI,M353,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: SENIOR UNSECURED DEBT SECURITIES,N,F,Report the total holdings of senior unsecured debt securities.
RISI,M354,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: SUBORDINATED DEBT SECURITIES,N,F,Report the total holdings of subordinated debt securities
RISI,M355,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: CERTIFICATES OF DEPOSIT,N,F,Report the total holdings of Certificates of deposit
RISI,M356,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: STOCK (INCLUDING PAR AND SURPLUS OF COMMON AND PREFERRED SHARES),N,F,Report total equity holdings including common and preferred shares.
RISI,M357,HOLDINGS OF SECURITIES ISSUED BY UNAFFILIATED FINANCIAL INSTITUTIONS: OFFSETTING SHORT POSITIONS IN RELATION TO THE SPECIFIC STOCK HOLDINGS INCLUDED IN ITEM 3.F,N,F,Report the total offsetting short positions held against the stock holdings included in item 3(f).
RISI,M358,NET POSITIVE CURRENT EXPOSURE OF SECURITIES FINANCING TRANSACTIONS WITH UNAFFILIATED FINANCIAL INSTITUTIONS,N,F,This item should include the following: (a) Net positive reverse repo exposure; where the value of the cash provided exceeds the fair value of the repoed securities held. (b) Net positive repo exposure; where the fair value of the repoed securities provided exceeds the value of the cash held. (c) Net positive securities lending exposure; where the fair value of securities lent exceeds the value of cash collateral taken (or the fair value of non-cash collateral taken). (d) Net positive securities
RISI,M359,OVER-THE-COUNTER (OTC) DERIVATIVES WITH UNAFFILIATED FINANCIAL INSTITUTIONS THAT HAVE A NET POSITIVE FAIR VALUE: NET POSITIVE FAIR VALUE (INCLUDE COLLATERAL HELD IF IT IS WITHIN THE MASTER NETTING AGREEMENT),N,F,Report the sum of net positive fair value OTC derivative exposures netted in accordance with GAAP netting rules (i.e. designated; legally enforceable; netting sets or groups). All netting sets with a positive value should be included here. Netting sets where the net result is negative should be captured in item 9(a). Include collateral held only if it is within the master netting agreement. For more information on netting; refer to ASC Subtopic 210-20; Balance Sheet - Offsetting; and the FR Y-9C
RISI,M360,OVER-THE-COUNTER (OTC) DERIVATIVES WITH UNAFFILIATED FINANCIAL INSTITUTIONS THAT HAVE A NET POSITIVE FAIR VALUE: POTENTIAL FUTURE EXPOSURE,N,F,Report the amount of the potential future exposure; calculated using the current exposure method; for the derivatives included in item 5(a). Include the PFE for any netting sets with a fair value of zero.
RISI,M362,TOTAL INTRA-FINANCIAL SYSTEM ASSETS (SUM OF ITEMS 1 THROUGH 3.F; 4; 5.A AND 5.B MINUS ITEM 3.G),N,F,Report the sum of items 1 through 3(f); 4; 5(a) and 5(b) minus item 3(g).
RISI,M363,DEPOSITS DUE TO UNAFFILIATED FINANCIAL INSTITUTIONS (INCLUDING UNDRAWN COMMITTED LINES): DEPOSITS DUE TO DEPOSITORY INSTITUTIONS,N,F,Report the total of all funds deposited by banks
RISI,M364,DEPOSITS DUE TO UNAFFILIATED FINANCIAL INSTITUTIONS (INCLUDING UNDRAWN COMMITTED LINES): DEPOSITS DUE TO NON-DEPOSITORY FINANCIAL INSTITUTIONS,N,F,Report the total of all funds deposited by non-bank financial institutions.
RISI,M365,DEPOSITS DUE TO UNAFFILIATED FINANCIAL INSTITUTIONS (INCLUDING UNDRAWN COMMITTED LINES): UNDRAWN COMMITTED LINES OBTAINED FROM UNAFFILIATED FINANCIAL INSTITUTIONS,N,F,Report the nominal value of all undrawn committed lines obtained from other financial institutions
RISI,M366,NET NEGATIVE CURRENT EXPOSURE OF SECURITIES FINANCING TRANSACTIONS WITH UNAFFILIATED FINANCIAL INSTITUTIONS,N,F,This item should include the following: (a) Net negative repo exposure; where the value of the cash taken exceeds the fair value of the repoed securities provided. (b) Net negative reverse repo exposure; where the fair value of repoed securities held exceeds the cash provided. (c) Net negative securities lending exposure; where the value of cash collateral taken (or the fair value of non-cash collateral taken) exceeds the fair value of securities lent. (d) Net negative securities borrowing expos
RISI,M367,OTC DERIVATIVES WITH UNAFFILIATED FINANCIAL INSTITUTIONS THAT HAVE A NET NEGATIVE FAIR VALUE: NET NEGATIVE FAIR VALUE (INCLUDE COLLATERAL PROVIDED IF IT IS WITHIN THE MASTER NETTING AGREEMENT),N,F,Report the sum of net fair value OTC derivative liabilities netted in accordance with GAAP netting rules (i.e. designated; legally enforceable; netting sets or groups). All netting sets with a negative value should be included here. Netting sets where the net result is positive should be captured in item 5(a). Include collateral provided only if it is within the master netting agreement. For more information on netting; refer to ASC Subtopic 210-20; Balance Sheet - Offsetting; and the FR Y-9C Gl
RISI,M368,OTC DERIVATIVES WITH UNAFFILIATED FINANCIAL INSTITUTIONS THAT HAVE A NET NEGATIVE FAIR VALUE: POTENTIAL FUTURE EXPOSURE,N,F,Report the amount of the potential future exposure; calculated using the current exposure method; for the derivatives included in item 9(a).
RISI,M370,TOTAL INTRA-FINANCIAL SYSTEM LIABILITIES,N,F,the sum of items 7.a; 7.b; 8; 9; 10; 11.a; and 11.b
RISI,M371,SECURED DEBT SECURITIES,N,F,Report the value of all secured debt securities issued (e.g.; covered bonds).
RISI,M372,SENIOR UNSECURED DEBT SECURITIES,N,F,Report the value of all senior unsecured debt securities issued as defined in FR Y-9C Schedule HC.
RISI,M373,SUBORDINATED DEBT SECURITIES,N,F,Report the value of all subordinated debt securities issued.
RISI,M374,CERTIFICATES OF DEPOSIT,N,F,Report the value of all certificates of deposit issued.
RISI,M375,EQUITY MARKET CAPITALIZATION,N,F,Report the value of all common and preferred stock (par value plus related surplus); and retained earnings.
RISI,M376,TOTAL SECURITIES ISSUED,N,F,the sum of items 13; 14; 15; 16; 17 ;18; 19
RISI,M377,PAYMENTS MADE IN THE REPORTING YEAR: AUSTRALIAN DOLLARS (AUD),N,F,Report the total value of all payments made in Australian dollars (AUD) over the reporting period.
RISI,M378,PAYMENTS MADE IN THE REPORTING YEAR: BRAZILIAN REAL (BRL),N,F,Report the total value of all payments made in Brazilian real (BRL) over the reporting period.
RISI,M379,PAYMENTS MADE IN THE REPORTING YEAR: CANADIAN DOLLARS (CAD),N,F,Report the total value of all payments made in Canadian dollars (CAD) over the reporting period.
RISI,M380,PAYMENTS MADE IN THE REPORTING YEAR: SWISS FRANCS (CHF),N,F,Report the total value of all payments made in Swiss francs (CHF) over the reporting period.
RISI,M381,PAYMENTS MADE IN THE REPORTING YEAR: CHINESE YUAN (CNY),N,F,Report the total value of all payments made in Chinese yuan (CNY) over the reporting period.
RISI,M382,PAYMENTS MADE IN THE REPORTING YEAR: EUROS (EUR),N,F,Report the total value of all payments made in euros (EUR) over the reporting period.
RISI,M383,PAYMENTS MADE IN THE REPORTING YEAR: POUND STERLING (GBP),N,F,Report the total value of all payments made in pound sterling (GBP) over the reporting period.
RISI,M384,PAYMENTS MADE IN THE REPORTING YEAR: HONG KONG DOLLARS (HKD),N,F,Report the total value of all payments made in Hong Kong dollars (HKD) over the reporting period.
RISI,M385,PAYMENTS MADE IN THE REPORTING YEAR: INDIAN RUPEE (INR),N,F,Report the total value of all payments made in Indian rupee (INR) over the reporting period.
RISI,M386,PAYMENTS MADE IN THE REPORTING YEAR: JAPANESE YEN (JPY),N,F,Report the total value of all payments made in Japanese yen (JPY) over the reporting period.
RISI,M387,PAYMENTS MADE IN THE REPORTING YEAR: SWEDISH KRONA (SEK),N,F,Report the total value of all payments made in Swedish krona (SEK) over the reporting period.
RISI,M388,PAYMENTS MADE IN THE REPORTING YEAR: UNITED STATES DOLLARS (USD),N,F,Report the total value of all payments made in United States dollars (USD) over the reporting period.
RISI,M389,PAYMENTS MADE IN THE REPORTING YEAR: ALL CURRENCIES NOT LISTED ABOVE,N,F,Report the total value of all payments made all currencies not listed in items 1(a) through 1(l) over the reporting period. The yearly aggregates for each currency should be converted to U.S. dollars using yearly average exchange rates.
RISI,M390,TOTAL PAYMENTS ACTIVITY (SUM OF ITEMS 1.A THROUGH 1.M),N,F,FR Y-15: Report the sum of items 1(a) through 1(m). 2012-12-31 value includes the 'All currencies not listed above'. Starting with the 2013-12-31 report; 'All currencies not listed above' is excluded from the sum of Total Payment Activity.
RISI,M405,VALUE OF ASSETS HELD AS A CUSTODIAN ON BEHALF OF CUSTOMERS,N,F,Report the value of all assets that the banking organization holds as a custodian on behalf of customers; including other financial firms (i.e. financial institutions other than the reporting group). Do not include any assets under management or assets under administration which are not also classified as assets under custody. For the purposes of this report; a custodian is defined as a bank or other organization that manages or administers the custody or safekeeping of stock certificates; debt 
RISI,M406,EQUITY UNDERWRITING ACTIVITY,N,F,Report the total value of all types of underwritten equity instruments; excluding transactions with subsidiaries and/or affiliates and self-led transactions. This includes all types of equity market transactions such as initial public offerings; additional offerings of common stocks; units; depositary receipts (e.g.; American depository receipts (ADRs) and Global depository receipts (GDRs)); and rights offerings. Also include equity-linked transactions such as convertible bonds; convertible pref
RISI,M407,DEBT UNDERWRITING ACTIVITY,N,F,Report the total value of all types of underwritten debt instruments underwritten; excluding intra-group or self-led transactions. This includes all types of underwriting transactions relating to debt securities. The value should include both secured debt instruments (e.g.; covered bonds; asset-backed security (ABS) transactions; etc.) and unsecured debt instruments. Include all types of transactions at all maturities. Do not differentiate transactions between front-end; back-end; and best-effor
RISI,M408,TOTAL UNDERWRITING ACTIVITY,N,F,Report the sum of items 4 and 5.
RISI,M409,OTC DERIVATIVES CLEARED THROUGH A CENTRAL COUNTERPARTY,N,F,Report the notional amount outstanding of OTC derivative positions which were cleared through a central counterparty. Include all types of risk categories and instruments (e.g.; foreign exchange; interest rate; equity; commodities; CDS and unallocated). For more information on derivatives; refer to ASC Topic 815; Derivatives; and the FR Y-9C Glossary entry for 'derivative contracts.'
RISI,M410,OTC DERIVATIVES SETTLED BILATERALLY,N,F,Report the notional amount outstanding of OTC derivative positions which were settled bilaterally (i.e.; without the use of a central counterparty). Include all types of risk categories and instruments (e.g.; foreign exchange; interest rate; equity; commodities; CDS and unallocated). For more information on derivatives; refer to ASC Topic 815; Derivatives; and the FR Y-9C Glossary entry for 'derivative contracts.'
RISI,M411,TOTAL NOTIONAL AMOUNT OF DERIVATIVE CONTRACTS,N,F,the sum of items 1 and 2
